Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Components	Taxonomic lineage	Genome assembly ID	Genome representation
UP000029965	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	60711	19229	C:94.0%[S:93.1%,D:0.8%],F:2.2%,M:3.9%,n:13780	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome Y; Mitochondrion; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae, Cercopithecinae, Chlorocebus	GCA_000409795.2	full
UP000053149	Pterocles gutturalis (yellow-throated sandgrouse)	240206	11309	C:67.9%[S:67.7%,D:0.2%],F:7.4%,M:24.7%,n:8338	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Columbimorphae, Pterocliformes, Pteroclidae, Pterocles	GCA_000699245.1	full
UP000233020	Aotus nancymaae (Ma's night monkey)	37293	41725	C:94.2%[S:51.2%,D:42.9%],F:0.8%,M:5.1%,n:13780	Unknown	Whole Genome Shotgun Assembly; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Platyrrhini, Aotidae, Aotus	GCA_000952055.2	full
UP000233040	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	40117	C:94.3%[S:56.4%,D:37.8%],F:0.9%,M:4.9%,n:13780	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Platyrrhini, Cebidae, Cebinae, Cebus	GCA_001604975.1	full
UP000233060	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	45022	C:96.3%[S:50.3%,D:46.1%],F:0.4%,M:3.2%,n:13780	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae, Cercopithecinae, Cercocebus	GCA_000955945.1	full
UP000233100	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	9541	50204	C:90.4%[S:43.3%,D:47.1%],F:1.6%,M:8.0%,n:13780	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome X; Mitochondrion; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae, Cercopithecinae, Macaca	GCA_011100615.1	full
UP000233120	Macaca nemestrina (Pig-tailed macaque)	9545	45001	C:96.5%[S:49.2%,D:47.2%],F:0.4%,M:3.1%,n:13780	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae, Cercopithecinae, Macaca	GCA_000956065.1	full
UP000233140	Mandrillus leucophaeus (Drill) (Papio leucophaeus)	9568	40661	C:92.4%[S:55.6%,D:36.8%],F:2.2%,M:5.4%,n:13780	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae, Cercopithecinae, Mandrillus	GCA_000951045.1	full
UP000233160	Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli)	379532	32113	C:88.7%[S:61.7%,D:26.9%],F:2.4%,M:8.9%,n:13780	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Strepsirrhini, Lemuriformes, Indriidae, Propithecus	GCA_000956105.1	full
UP000233220	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	39432	39640	C:93.1%[S:51.0%,D:42.2%],F:1.4%,M:5.4%,n:13780	Unknown	Whole Genome Shotgun Assembly; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Platyrrhini, Cebidae, Saimiriinae, Saimiri, Saimiri boliviensis	GCA_000235385.1	full
UP000240080	Pan paniscus (Pygmy chimpanzee) (Bonobo)	9597	42996	C:95.2%[S:55.3%,D:39.9%],F:1.2%,M:3.6%,n:13780	Unknown	Chromosome 1; Chromosome 2a; Chromosome 2b; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Mitochondrion; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Pan	GCA_000258655.2	full
UP000245119	Pomacea canaliculata (Golden apple snail)	400727	21377	C:73.5%[S:72.3%,D:1.3%],F:3.9%,M:22.5%,n:5295	Unknown	Linkage Group LG1; Linkage Group LG10; Linkage Group LG11; Linkage Group LG12; Linkage Group LG13; Linkage Group LG14; Linkage Group LG2; Linkage Group LG3; Linkage Group LG4; Linkage Group LG5; Linkage Group LG6; Linkage Group LG7; Linkage Group LG8; Linkage Group LG9; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Gastropoda, Caenogastropoda, Architaenioglossa, Ampullarioidea, Ampullariidae, Pomacea	GCA_003073045.1	full
UP000291000	Capra hircus (Goat)	9925	32606	C:96.5%[S:57.8%,D:38.7%],F:0.8%,M:2.6%,n:13335	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Ruminantia, Pecora, Bovidae, Caprinae, Capra	GCA_001704415.1	full
UP000295070	Perca flavescens (American yellow perch) (Morone flavescens)	8167	21644	C:92.0%[S:91.0%,D:0.9%],F:1.6%,M:6.5%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Percoidei, Percidae, Percinae, Perca	GCA_004354835.1	full
UP000314987	Vombatus ursinus (Common wombat)	29139	31139	C:91.2%[S:58.0%,D:33.3%],F:2.2%,M:6.6%,n:9226	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Metatheria, Diprotodontia, Vombatidae, Vombatus	GCA_900497805.2	full
UP000318571	Tigriopus californicus (Marine copepod)	6832	15551	C:91.8%[S:90.5%,D:1.3%],F:2.6%,M:5.6%,n:1013	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Crustacea, Multicrustacea, Hexanauplia, Copepoda, Neocopepoda, Podoplea, Harpacticoida, Harpacticidae, Tigriopus	GCA_007210705.1	full
UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	19942	C:93.9%[S:88.5%,D:5.4%],F:1.6%,M:4.5%,n:2510	Unknown	Linkage Group LG1; Linkage Group LG10; Linkage Group LG11; Linkage Group LG12; Linkage Group LG13; Linkage Group LG14; Linkage Group LG15; Linkage Group LG16; Linkage Group LG17; Linkage Group LG2; Linkage Group LG3; Linkage Group LG4; Linkage Group LG5; Linkage Group LG6; Linkage Group LG7; Linkage Group LG8; Linkage Group LG9; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Prosorrhyncha, Heteroptera, Euheteroptera, Neoheteroptera, Panheteroptera, Cimicomorpha, Cimicoidea, Miridae, Mirinae, Mirini, Apolygus	GCA_009739505.2	full
UP000472240	Rhinolophus ferrumequinum (Greater horseshoe bat)	59479	33505	C:97.3%[S:63.2%,D:34.1%],F:0.7%,M:2.1%,n:12234	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Mitochondrion; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Yinpterochiroptera, Rhinolophoidea, Rhinolophidae, Rhinolophinae, Rhinolophus	GCA_004115265.2	full
UP000472266	Strigops habroptila (Kakapo)	2489341	24356	C:93.2%[S:70.6%,D:22.6%],F:2.5%,M:4.3%,n:8338	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome w; Chromosome z; Mitochondrion; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Psittaciformes, Psittacidae, Strigops	GCA_004027225.1	full
UP000472273	Pseudonaja textilis (Eastern brown snake)	8673	27546	C:85.7%[S:64.6%,D:21.1%],F:3.9%,M:10.4%,n:7480	Unknown	Whole Genome Shotgun Assembly; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Serpentes, Colubroidea, Elapidae, Hydrophiinae, Pseudonaja	GCA_900518735.1	full
UP000472275	Aquila chrysaetos chrysaetos	223781	24817	C:95.7%[S:69.8%,D:25.9%],F:1.6%,M:2.8%,n:8338	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome W; Chromosome Z; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Accipitrimorphae, Accipitriformes, Accipitridae, Accipitrinae, Aquila, Aquila chrysaetos	GCA_900496995.2	full
UP000516260	Takifugu bimaculatus	433685	19991	C:74.9%[S:71.1%,D:3.8%],F:8.4%,M:16.7%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Tetraodontiformes, Tetraodontoidei, Tetradontoidea, Tetraodontidae, Takifugu	GCA_004026145.2	full
UP000594220	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	8502	27142	C:91.7%[S:56.4%,D:35.3%],F:2.3%,M:6.0%,n:7480	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Crocodylia, Longirostres, Crocodylidae, Crocodylus	GCA_001723895.1	full
UP000675900	Panthera tigris altaica (Siberian tiger)	74533	26484	C:86.4%[S:63.8%,D:22.6%],F:2.9%,M:10.7%,n:14502	Unknown	Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Feliformia, Felidae, Pantherinae, Panthera, Panthera tigris	GCA_000464555.1	full
UP000694381	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	26759	C:89.8%[S:63.7%,D:26.1%],F:2.7%,M:7.5%,n:13798	Unknown	Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires, Rodentia, Myomorpha, Muroidea, Spalacidae, Spalacinae, Nannospalax	GCA_000622305.1	full
UP000694385	Jaculus jaculus (Lesser Egyptian jerboa)	51337	25129	C:84.9%[S:59.9%,D:25.0%],F:2.9%,M:12.2%,n:13798	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires, Rodentia, Myomorpha, Dipodoidea, Dipodidae, Dipodinae, Jaculus	GCA_000280705.1	full
UP000694390	Gopherus evgoodei (Goodes thornscrub tortoise)	1825980	30199	C:92.8%[S:67.2%,D:25.6%],F:2.3%,M:4.9%,n:7480	Unknown	Chromosome 2; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Unassembled WGS sequence; Chromosome 24	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Testudinata, Testudines, Cryptodira, Durocryptodira, Testudinoidea, Testudinidae, Gopherus	GCA_007399415.1	full
UP000694391	Canis lupus dingo (dingo)	286419	33928	C:91.2%[S:63.2%,D:28.0%],F:1.8%,M:7.0%,n:14502	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Caniformia, Canidae, Canis, Canis lupus	GCA_003254725.1	full
UP000694394	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	36769	C:92.7%[S:52.8%,D:39.9%],F:0.8%,M:6.5%,n:13780	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome 30; Chromosome 31; Chromosome 32; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Strepsirrhini, Lemuriformes, Cheirogaleidae, Microcebus	GCA_000165445.3	full
UP000694398	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	34839	25185	C:94.1%[S:70.3%,D:23.8%],F:1.5%,M:4.4%,n:13798	Unknown	Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires, Rodentia, Hystricomorpha, Chinchillidae, Chinchilla	GCA_000276665.1	full
UP000694399	Panthera leo (Lion)	9689	31097	C:95.7%[S:68.7%,D:26.9%],F:0.8%,M:3.5%,n:14502	Unknown	Chromosome X; Chromosome C2; Chromosome C1; Chromosome D1; Chromosome D2; Chromosome D3; Chromosome D4; Chromosome A1; Chromosome A2; Chromosome A3; Chromosome B1; Chromosome B2; Chromosome B3; Chromosome B4; Chromosome E1; Chromosome E2; Chromosome E3; Chromosome F1; Chromosome F2; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Feliformia, Felidae, Pantherinae, Panthera	GCA_008795835.1	full
