# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "2" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_stranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
tRNAscan-SE.tRNA.utg4.Ser(AGA).2	utg4	589210	589281	+	72	1	3	4	16	271	5	21	7	14	4	6	24	5	8	8	12	65	8	5	2	1	2	9	20	119	13	120	6	2	6	0	72
tRNAscan-SE.tRNA.utg4.Pseudo(AGA).5	utg4	589475	589547	+	73	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	10	3	19	1	0	0	0	6
evm.TU.utg4.64	utg4	600091	600507	-	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
evm.TU.utg4.65	utg4	600682	601230	-	549	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	2	0	1	0	4	0	0	8	0
evm.TU.utg4.66	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	615195;617300;618179;620653;621308;622052;626715;626789;627410;627410;627767;627767;628318;628318;628856;628856;639120;639120;639928;639928;640334;640334;641094;641094;641407;641407;641979;641979;642126;642126;642313;642313;645382;645382;645594;645594;645800;645800;646233;646233;646625;646625;646906;646906;647385;647385;651654;651654;651989;651989;652678;652678;653322;653322;654467;654467;654679;654679;654992;654992;656640;656640;656986;656986;657955;657955;658459;658459;658671;658671;659917;659917;660250;660250;660558;660558;661166;661166;661636;661636;662170;662170;662606;662606;663602;663602;663990;663990;664306;664306;666887;666887;667628;667628;667893;667893;668126;668126;668546;668546;668871;668871;669259;669259;670725;670725;671351;671351;672372;672372;674608;674608;674761;674761;675543;675543;676944;676944;680568;680568;686526;686526;686964;686964	615662;617791;618520;620943;621484;622209;626996;626996;627568;627568;627906;627906;628534;628534;629922;629922;639800;639800;640234;640234;640396;640396;641273;641273;641578;641578;642052;642052;642222;642222;642393;642393;645452;645452;645714;645714;645937;645937;646475;646475;646714;646714;647137;647137;647597;647597;651732;651732;652273;652273;652885;652885;653567;653567;654578;654578;654865;654865;655348;655348;656910;656910;657153;657153;658236;658236;658562;658562;659719;659719;660138;660138;660479;660479;660792;660792;661388;661388;662097;662097;662416;662416;663040;663040;663778;663778;664127;664127;664491;664491;667345;667345;667725;667725;668048;668048;668414;668414;668702;668702;669000;669000;669338;669338;670828;670828;671437;671437;672462;672462;674665;674665;674813;674813;675615;675615;677038;677038;680646;680646;686866;686866;687047;687047	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14893	906	1078	1388	1934	1300	1639	614	1304	1477	903	4314	1917	2275	1382	1954	1731	1891	1624	1437	1596	28	1893	3296	1163	1223	1508	1364	2702	1003	1032	635	584
tRNAscan-SE.tRNA.utg4.Glu(CTC).1	utg4	648302	648373	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg4.Pseudo(GGA).6	utg4	663285	663355	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4.67	utg4;utg4	690321;692775	690778;693100	+;+	784	10	26	7	41	42	9	12	14	173	3	30	78	104	15	66	3	70	20	125	96	0	55	115	18	57	17	37	92	16	2	12	38
utg4.equina_smart_1391783.path1	utg4;utg4	697947;699009	698333;699188	-;-	567	5	20	0	8	2	6	3	2	0	0	12	10	2	5	8	0	11	4	0	16	0	4	11	7	24	15	3	0	11	5	0	0
evm.TU.utg4.68	utg4;utg4	700003;700671	700253;701436	-;-	1017	8	9	17	78	0	4	0	12	4	4	13	36	7	11	10	6	8	0	2	5	0	2	43	10	20	18	2	10	10	0	0	0
evm.TU.utg4.69	utg4;utg4;utg4;utg4;utg4	701551;702786;703394;704171;704965	701750;703253;704090;704384;705185	-;-;-;-;-	1800	6	3	11	75	0	12	1	11	0	2	20	19	5	14	6	7	21	2	4	8	0	13	28	1	15	12	6	2	7	16	2	0
utg4.equina_smart_49562.path1	utg4;utg4	707938;709930	708031;709943	-;-	108	48	86	15	156	168	162	101	20	268	103	55	147	328	51	428	127	68	202	38	80	0	49	137	33	79	75	35	20	30	107	48	55
tRNAscan-SE.tRNA.utg4.Cys(ACA).2	utg4	722110	722184	+	75	5	1	4	1	0	0	0	5	2	1	1	5	4	1	2	3	6	4	2	2	0	0	10	2	3	5	2	0	3	4	0	1
tRNAscan-SE.tRNA.utg4.Cys(ACA).3	utg4	722367	722441	+	75	0	0	0	0	1	1	0	0	0	0	0	2	0	0	3	0	6	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0
evm.TU.utg4.70	utg4;utg4;utg4	723791;724150;724322	723896;724215;724374	+;+;+	225	6	37	0	0	8	1	11	0	49	4	0	3	35	4	34	1	0	6	43	2	0	1	10	5	5	4	9	38	22	6	4	6
evm.TU.utg4.71	utg4;utg4;utg4;utg4;utg4	737474;737644;737783;743761;744937	737549;737692;737789;743781;745026	+;+;+;+;+	243	9	70	15	39	48	11	16	10	69	16	1	38	65	10	54	16	12	9	57	16	0	24	35	19	17	1	16	52	28	3	8	24
evm.TU.utg4.72	utg4;utg4;utg4;utg4	774704;775050;775913;776754	774975;775840;776189;776781	-;-;-;-	1368	24	18	57	6	16	9	41	21	12	34	3	4	7	36	1	45	11	76	28	8	0	2	2	20	3	46	0	23	6	10	11	17
evm.TU.utg4.73	utg4;utg4;utg4;utg4;utg4	776877;777005;777894;778085;778497	776932;777786;778010;778262;778587	+;+;+;+;+	1224	5	0	22	4	0	6	8	9	0	6	4	2	1	9	1	16	3	29	6	0	0	1	1	1	0	5	0	0	1	7	3	0
evm.TU.utg4.74	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	779665;780693;781448;781787;782061;783013;783593;784269;784809;785312;785583;785829;786324;786762;787057;787583;787743;788504;788727	780278;780765;781480;781817;782142;783092;783678;784342;784859;785347;785636;785897;786377;786803;787116;787621;787790;788637;788974	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1908	68	1972	31	596	197	45	403	96	553	35	2332	312	1898	171	1579	72	51	139	797	88	758	466	887	1190	29	89	73	955	661	37	192	333
evm.TU.utg4.75	utg4;utg4;utg4;utg4	789892;790493;791663;791805	790410;791134;791724;792237	+;+;+;+	1656	0	45	2	0	8	0	2	0	3	0	8	29	20	8	4	0	0	0	50	2	3	0	12	8	4	0	0	79	7	0	0	0
utg4.equina_smart_90937.path3	utg4;utg4	790183;790493	790410;790735	+;+	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4.76	utg4;utg4	797397;798385	798199;798443	+;+	862	0	2	0	0	0	0	0	0	0	0	0	2	12	0	3	0	0	0	7	0	0	0	1	1	0	0	0	10	0	0	0	0
evm.TU.utg4.77	utg4;utg4	808243;813580	809076;813795	+;+	1050	0	2	2	6	0	0	0	0	16	0	0	1	8	0	1	0	2	1	1	1	0	2	6	5	0	0	0	12	0	0	0	0
evm.TU.utg4.78	utg4	818565	818864	+	300	5	26	8	7	5	9	10	13	2	9	25	11	4	24	6	6	4	14	5	11	31	16	30	61	9	24	14	3	1	6	12	25
evm.TU.utg4.79	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	820374;821138;821648;822743;823135;824414;824888;825953;826622;827829	820491;821204;821695;822814;823182;824507;825027;826102;826792;828015	-;-;-;-;-;-;-;-;-;-	1095	45	123	73	395	8	52	4	83	26	25	297	200	104	48	120	28	49	42	188	18	1	39	215	474	0	70	0	111	121	56	11	0
evm.TU.utg4.80	utg4	831528	831863	+	336	0	2	2	18	5	2	6	2	1	3	1	65	7	2	11	0	4	2	16	0	0	4	8	7	2	1	3	10	10	8	0	9
evm.TU.utg4.81	utg4;utg4;utg4;utg4	832063;832408;833013;834246	832127;832511;833255;834421	+;+;+;+	588	15	8	16	27	29	24	26	32	18	10	9	22	11	36	30	21	70	50	18	37	79	34	41	8	86	33	103	15	7	9	2	9
evm.TU.utg4.83	utg4;utg4;utg4;utg4;utg4	835884;842041;842399;842664;843366	835942;842117;842441;842854;844131	+;+;+;+;+	1136	12	125	20	91	4	5	5	7	52	7	526	49	49	6	66	7	10	11	354	35	0	159	70	106	0	10	0	280	246	12	1	0
evm.TU.utg4.82	utg4	838934	839482	-	549	6	55	2	6	95	4	51	2	7	0	40	54	14	2	14	1	0	6	38	8	0	16	8	91	31	2	38	21	6	2	8	73
evm.TU.utg4.84	utg4;utg4;utg4;utg4;utg4;utg4	844292;845429;847457;848073;848434;849008	845079;845603;847575;848333;848616;849356	-;-;-;-;-;-	1875	30	896	8	39	15	9	249	30	259	10	978	104	301	17	427	4	22	12	1237	136	7	374	25	630	9	20	24	1155	498	7	6	31
evm.TU.utg4.85	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	860947;862079;862562;863247;864112;864545;865416;866282;867053;867476;868739;869460;870444;871656	861084;862236;862849;863489;864215;864680;865596;866389;867171;867736;868921;869587;870473;871827	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2249	77	267	153	85	2	91	91	68	290	24	459	95	290	115	259	65	116	47	172	165	4	159	168	58	12	157	9	348	260	89	72	6
evm.TU.utg4.86	utg4	874417	874767	-	351	0	10	0	3	0	0	0	0	0	0	4	0	4	0	6	0	0	0	1	0	0	0	8	3	0	0	0	7	3	0	0	0
evm.TU.utg4.87	utg4;utg4;utg4;utg4	878550;880034;880476;881791	878716;880058;880603;882325	-;-;-;-	855	0	13	9	0	6	2	16	1	16	0	0	16	0	0	24	4	0	5	1	0	0	2	3	9	0	0	0	14	4	12	4	0
evm.TU.utg4.88	utg4	887006	887770	-	765	148	30	37	46	0	43	13	63	25	54	160	62	53	46	31	27	64	62	55	16	0	32	32	114	0	81	0	33	83	35	78	0
evm.TU.utg5.1	utg5;utg5;utg5	3189;8636;10774	3833;8750;10964	+;+;+	951	4	5	1	7	21	6	11	4	5	2	29	34	12	6	9	0	22	4	0	12	0	7	30	13	13	9	3	2	2	0	1	10
evm.TU.utg5.2	utg5	32495	32890	+	396	0	2	5	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0
evm.TU.utg5.3	utg5;utg5;utg5;utg5;utg5	35935;40252;41143;41540;42069	36306;40366;41319;41859;42206	+;+;+;+;+	1122	0	0	0	6	0	2	10	1	0	0	0	0	0	0	2	1	6	1	3	21	0	26	0	0	0	0	2	2	0	0	0	2
evm.TU.utg5.4	utg5	51030	52250	-	1221	10	8	9	16	2	34	0	8	18	4	30	10	16	4	0	8	4	6	7	20	0	18	15	4	22	24	13	6	19	29	7	3
evm.TU.utg5.5	utg5;utg5;utg5	52309;55585;56332	52421;55673;56447	-;-;-	318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0
evm.TU.utg5.6	utg5	64320	65693	-	1374	14	7	39	33	8	28	5	28	12	6	2	6	20	15	44	31	46	36	10	19	0	31	35	25	7	24	38	26	8	12	11	4
evm.TU.utg5.7	utg5	67742	68161	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.8	utg5	68644	69099	+	456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	1	0	0	0	0	0
evm.TU.utg5.9	utg5;utg5;utg5	71808;73154;75219	72360;74784;76247	+;+;+	3213	249	688	486	112	2954	215	88	291	400	170	567	125	731	543	855	271	93	548	528	290	180	283	84	287	1145	256	490	641	320	278	250	450
evm.TU.utg5.10	utg5	77449	77796	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.11	utg5;utg5;utg5	78864;79531;80418	79291;79663;80552	+;+;+	696	2	0	1	0	6	3	14	6	0	0	0	0	0	0	0	7	0	22	0	16	0	3	0	0	0	4	0	1	0	4	0	0
evm.TU.utg5.12	utg5;utg5;utg5;utg5;utg5	81912;82350;82996;83243;83935	82187;82728;83119;83261;84576	+;+;+;+;+	1440	4	14	0	80	21	13	51	12	11	6	8	66	37	3	18	9	32	10	12	2	0	8	18	42	11	0	4	2	8	4	0	4
evm.TU.utg5.13	utg5;utg5	86412;86685	86449;86910	+;+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.14	utg5	86921	87493	+	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.15	utg5;utg5	88608;88890	88827;89239	+;+	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.16	utg5	90929	91853	-	925	2	33	0	3	0	2	0	1	3	0	0	1	2	6	6	0	0	2	65	0	0	0	4	4	2	0	0	16	2	0	5	0
evm.TU.utg5.17	utg5	93176	93922	+	747	0	9	1	7	0	0	0	0	3	0	4	1	8	0	0	0	2	0	85	0	0	0	8	0	0	0	0	33	0	0	0	1
evm.TU.utg5.18	utg5;utg5	95462;96551	95716;96934	+;+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.19	utg5	100890	101426	+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
evm.TU.utg5.20	utg5;utg5	101441;106101	102009;106878	+;+	1347	0	2	0	0	17	0	0	0	4	0	2	0	0	0	0	1	44	0	4	2	27	2	0	0	2	0	4	1	0	0	0	2
evm.TU.utg5.21	utg5;utg5	107180;108177	108088;108536	+;+	1269	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	2	10	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.22	utg5	108708	109064	+	357	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	1	0	2	0
evm.TU.utg5.23	utg5	114034	114507	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.24	utg5;utg5;utg5	116176;116555;117211	116232;116845;117360	+;+;+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.25	utg5	117619	118215	+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.26	utg5;utg5	118230;120875	118518;121131	+;+	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.27	utg5;utg5;utg5	124164;124704;125517	124397;124983;125629	+;+;+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
evm.TU.utg5.28	utg5	127238	128386	+	1149	2	0	9	36	2	7	7	4	0	10	146	3	0	10	0	21	14	23	12	17	9	6	40	0	0	20	2	2	5	4	2	0
evm.TU.utg5.29	utg5;utg5	129193;130086	129990;131282	+;+	1995	10	43	65	20	2	6	59	20	8	3	211	58	8	24	4	50	32	33	54	23	2	10	48	30	2	36	16	8	17	20	28	0
evm.TU.utg5.30	utg5;utg5	133419;133638	133548;134173	+;+	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.31	utg5	135529	136983	+	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
evm.TU.utg5.32	utg5	139241	139531	+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
evm.TU.utg5.33	utg5	143648	144091	-	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.34	utg5;utg5	145732;148465	145877;148576	+;+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.35	utg5	148822	149214	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.36	utg5;utg5;utg5;utg5	166022;169290;170511;170965	166314;169402;170822;171491	+;+;+;+	1245	28	37	29	17	13	4	2	13	20	14	6	21	32	23	12	19	3	12	57	0	0	0	18	39	24	20	26	21	34	10	42	19
evm.TU.utg5.37	utg5	181883	182737	-	855	24	25	44	4	9	50	134	24	55	26	51	35	203	64	407	85	96	101	30	99	0	75	13	48	14	24	4	8	13	53	29	8
evm.TU.utg5.38	utg5	182798	183106	-	309	13	12	11	8	7	31	31	30	70	22	35	1	75	17	235	67	38	47	8	36	0	26	0	5	7	4	3	6	11	21	11	13
evm.TU.utg5.39	utg5;utg5	184168;184462	184315;184949	+;+	636	143	293	130	24	35	45	279	151	319	89	68	44	319	126	550	167	167	279	116	94	0	100	18	67	63	119	50	207	69	59	92	117
evm.TU.utg5.40	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	185292;187036;187450;188125;188378;188738;189367;189576;189945	186910;187122;187611;188179;188479;188946;189451;189727;190279	-;-;-;-;-;-;-;-;-	2806	153	271	248	26	90	117	200	268	708	121	118	72	680	208	937	446	248	594	260	242	0	196	44	36	102	257	112	485	108	130	126	60
evm.TU.utg5.41	utg5;utg5;utg5	191913;197764;198806	192702;198126;198831	-;-;-	1179	10	18	24	2	6	14	4	24	60	3	27	5	38	8	27	33	25	48	6	15	0	31	0	0	3	32	18	52	3	20	0	0
evm.TU.utg5.42	utg5;utg5;utg5	199495;199678;200095	199599;199848;200352	-;-;-	534	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.43	utg5;utg5	202115;202944	202851;203079	-;-	873	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.44	utg5;utg5;utg5;utg5	203443;203811;203968;206528	203709;203873;204139;206903	+;+;+;+	878	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0
evm.TU.utg5.45	utg5	222126	222650	+	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.46	utg5	228456	228884	+	429	0	7	0	0	0	0	0	2	11	0	6	0	0	0	0	0	3	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0
evm.TU.utg5.47	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	228981;229309;229464;229626;231094;231222;232105;232557;233078;233787;234341	229035;229385;229541;229896;231145;231260;232136;232808;233127;233943;234507	+;+;+;+;+;+;+;+;+;+;+	1230	527	1277	358	724	1552	322	3529	518	575	246	605	421	1323	722	1087	351	174	444	626	352	13	313	431	536	409	450	512	643	189	149	602	1298
evm.TU.utg5.48	utg5;utg5;utg5;utg5	250332;254197;254958;255437	250481;254567;255014;256434	+;+;+;+	1576	334	296	1286	804	120	634	314	892	1006	462	417	663	498	621	453	585	789	430	855	798	0	517	1023	313	839	814	994	1017	377	695	211	187
evm.TU.utg5.49	utg5	259384	259824	-	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.50	utg5;utg5;utg5;utg5	260012;261019;262497;263061	260307;261169;262675;264612	+;+;+;+	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.51	utg5;utg5	266637;268439	266760;268638	+;+	324	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	0	0	1	0	0
evm.TU.utg5.52	utg5;utg5	271333;274326	272132;274839	-;-	1314	2	3	0	40	26	0	6	0	14	2	48	16	41	2	13	0	14	0	1	20	0	36	8	4	14	0	59	12	43	0	20	12
evm.TU.utg5.53	utg5;utg5;utg5;utg5;utg5;utg5	280643;280872;281289;282108;283169;284702	280785;281001;281386;282229;283263;284845	+;+;+;+;+;+	732	112	208	97	98	56	125	79	167	73	77	250	92	116	115	120	131	115	72	464	91	0	104	158	247	146	119	106	187	151	100	245	154
evm.TU.utg5.54	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	285404;285404;286744;286744;287686;287686;288282;288282;288920;288920;290112;290112;290585;290585;290804;292479	285928;285928;286922;286922;287705;287705;288377;288377;289066;289066;290350;290350;290657;290776;290856;292548	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1521	794	822	784	885	279	953	657	916	722	860	1584	1185	672	721	411	736	1102	646	1705	778	0	740	1501	1639	998	1017	653	915	1170	866	1244	698
utg5.evm.utg2716.12.path6	utg5;utg5	292701;292993	292890;293054	+;+	252	39	128	107	116	10	19	17	76	126	10	13	21	149	49	211	23	74	47	157	55	0	17	128	17	30	105	49	127	91	47	54	7
evm.TU.utg5.55	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	296688;297842;298515;300062;300345;301075;301172;301344;301835;301835;307053;307053;307240;307240;307758;307758;308619;308619;308827;308827;309942;309942;311058;311058;311232;311232;312252;312252;313122;313122;314004;314004;314507;314507;315187;315187;316244;316244;317115;317115;317382;317382;317743;317743;318307;318307;319187;319187;319700;319700;320833;320833	297042;297911;298574;300140;300412;301110;301415;301415;301897;301897;307130;307130;307309;307309;307834;307834;308684;308684;308880;308880;310007;310007;311098;311098;311280;311280;312314;312314;313171;313171;314073;314073;314565;314565;315291;315291;316310;316310;317183;317183;317438;317438;317820;317820;318367;318367;319257;319257;319765;319765;320886;320886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2346	259	575	328	324	147	175	412	303	380	98	685	228	495	339	309	225	259	338	382	254	0	269	334	385	311	308	367	339	308	123	460	232
tRNAscan-SE.tRNA.utg5.Pseudo(AGA).1	utg5	299594	299665	+	72	1	1	0	4	0	3	0	0	1	0	0	12	3	0	1	2	0	11	1	3	0	0	5	4	0	0	0	0	0	0	2	0
evm.TU.utg5.56	utg5;utg5;utg5;utg5	322889;323868;325075;326256	322985;323903;325221;326746	+;+;+;+	771	62	59	127	109	10	120	51	117	90	51	199	153	64	113	61	112	284	79	57	98	0	201	230	81	119	107	121	105	119	120	74	29
utg5.equina_smart_1391812.path1	utg5;utg5	330476;331948	330581;332036	-;-	195	162	188	137	186	52	206	178	227	98	98	284	224	195	136	126	126	203	134	328	237	0	165	193	217	231	282	222	158	148	148	117	183
